ord_id,order_date,order_priority
Ord_2779,"2011-08-03 00:00:00","NOT SPECIFIED"
Ord_3938,"2011-08-03 00:00:00","NOT SPECIFIED"
Ord_5027,"2011-08-03 00:00:00",LOW
Ord_303,"2011-08-04 00:00:00",HIGH
Ord_763,"2011-08-04 00:00:00",MEDIUM
Ord_1394,"2011-08-04 00:00:00","NOT SPECIFIED"
Ord_2781,"2011-08-04 00:00:00","NOT SPECIFIED"
Ord_3034,"2011-08-04 00:00:00","NOT SPECIFIED"
Ord_5363,"2011-08-04 00:00:00","NOT SPECIFIED"
Ord_174,"2011-08-05 00:00:00","NOT SPECIFIED"
Ord_1970,"2011-08-05 00:00:00",HIGH
Ord_2468,"2011-08-05 00:00:00",MEDIUM
Ord_3838,"2011-08-05 00:00:00",HIGH
Ord_3957,"2011-08-05 00:00:00",HIGH
Ord_4010,"2011-08-06 00:00:00","NOT SPECIFIED"
Ord_4946,"2011-08-06 00:00:00",HIGH
Ord_34,"2011-08-07 00:00:00","NOT SPECIFIED"
Ord_5221,"2011-08-07 00:00:00","NOT SPECIFIED"
Ord_159,"2011-08-08 00:00:00","NOT SPECIFIED"
Ord_2395,"2011-08-08 00:00:00",LOW
Ord_3255,"2011-08-08 00:00:00",CRITICAL
Ord_3493,"2011-08-08 00:00:00",HIGH
Ord_4272,"2011-08-08 00:00:00",LOW
Ord_872,"2011-08-09 00:00:00",CRITICAL
Ord_877,"2011-08-09 00:00:00",CRITICAL
Ord_939,"2011-08-09 00:00:00",CRITICAL
Ord_1035,"2011-08-09 00:00:00",HIGH
Ord_4386,"2011-08-09 00:00:00",LOW
Ord_628,"2011-08-10 00:00:00",CRITICAL
Ord_5236,"2011-08-10 00:00:00",CRITICAL
Ord_2366,"2011-08-11 00:00:00",CRITICAL
Ord_2797,"2011-08-11 00:00:00",LOW
Ord_1906,"2011-08-12 00:00:00",MEDIUM
Ord_3500,"2011-08-12 00:00:00",HIGH
Ord_3946,"2011-08-12 00:00:00",CRITICAL
Ord_686,"2011-09-01 00:00:00",MEDIUM
Ord_1385,"2011-09-01 00:00:00",CRITICAL
Ord_3075,"2011-09-01 00:00:00",MEDIUM
Ord_3655,"2011-09-01 00:00:00",HIGH
Ord_3894,"2011-09-01 00:00:00",LOW
Ord_4695,"2011-09-01 00:00:00",MEDIUM
Ord_5164,"2011-09-02 00:00:00",CRITICAL
Ord_16,"2011-09-03 00:00:00",LOW
Ord_586,"2011-09-04 00:00:00",LOW
Ord_1498,"2011-09-04 00:00:00",CRITICAL
Ord_3484,"2011-09-04 00:00:00","NOT SPECIFIED"
Ord_4047,"2011-09-04 00:00:00",MEDIUM
Ord_5168,"2011-09-04 00:00:00","NOT SPECIFIED"
Ord_5270,"2011-09-04 00:00:00",LOW
Ord_641,"2011-09-05 00:00:00","NOT SPECIFIED"
Ord_2104,"2011-09-05 00:00:00",HIGH
Ord_3128,"2011-09-05 00:00:00",CRITICAL
Ord_192,"2011-09-06 00:00:00",LOW
Ord_277,"2011-09-06 00:00:00",HIGH
Ord_4864,"2011-09-06 00:00:00",HIGH
Ord_1389,"2011-09-08 00:00:00","NOT SPECIFIED"
Ord_3016,"2011-09-08 00:00:00",LOW
Ord_3121,"2011-09-08 00:00:00",LOW
Ord_5178,"2011-09-08 00:00:00",CRITICAL
Ord_2189,"2011-09-09 00:00:00",MEDIUM
Ord_2477,"2011-09-09 00:00:00",LOW
Ord_4287,"2011-09-09 00:00:00","NOT SPECIFIED"
Ord_90,"2011-09-10 00:00:00",HIGH
Ord_804,"2011-09-10 00:00:00",MEDIUM
Ord_814,"2011-09-10 00:00:00",CRITICAL
Ord_816,"2011-09-10 00:00:00",LOW
Ord_1566,"2011-09-10 00:00:00",LOW
Ord_4031,"2011-09-10 00:00:00",CRITICAL
Ord_4269,"2011-09-10 00:00:00",LOW
Ord_520,"2011-09-11 00:00:00",LOW
Ord_1082,"2011-09-11 00:00:00",MEDIUM
Ord_2076,"2011-09-11 00:00:00",CRITICAL
Ord_1138,"2011-09-12 00:00:00",MEDIUM
Ord_1361,"2011-09-12 00:00:00","NOT SPECIFIED"
Ord_3736,"2011-09-12 00:00:00","NOT SPECIFIED"
Ord_4412,"2011-09-12 00:00:00",MEDIUM
Ord_220,"2011-10-01 00:00:00","NOT SPECIFIED"
Ord_798,"2011-10-01 00:00:00",CRITICAL
Ord_825,"2011-10-01 00:00:00",CRITICAL
Ord_1203,"2011-10-01 00:00:00",HIGH
Ord_1571,"2011-10-01 00:00:00",LOW
Ord_2495,"2011-10-01 00:00:00",CRITICAL
Ord_4668,"2011-10-01 00:00:00",HIGH
Ord_467,"2011-10-02 00:00:00","NOT SPECIFIED"
Ord_2454,"2011-10-02 00:00:00",CRITICAL
Ord_2529,"2011-10-02 00:00:00",LOW
Ord_2882,"2011-10-02 00:00:00",LOW
Ord_5106,"2011-10-02 00:00:00",LOW
Ord_454,"2011-10-03 00:00:00",MEDIUM
Ord_673,"2011-10-03 00:00:00",LOW
Ord_716,"2011-10-03 00:00:00",MEDIUM
Ord_981,"2011-10-03 00:00:00",HIGH
Ord_1431,"2011-10-03 00:00:00",MEDIUM
Ord_3517,"2011-10-03 00:00:00",MEDIUM
Ord_4581,"2011-10-03 00:00:00",CRITICAL
Ord_5459,"2011-10-03 00:00:00",MEDIUM
Ord_89,"2011-10-04 00:00:00","NOT SPECIFIED"
Ord_1415,"2011-10-04 00:00:00",MEDIUM
Ord_4452,"2011-10-04 00:00:00",CRITICAL
Ord_3876,"2011-10-05 00:00:00",HIGH
Ord_1395,"2011-10-06 00:00:00",MEDIUM
Ord_2728,"2011-10-06 00:00:00",HIGH
Ord_2801,"2011-10-06 00:00:00",MEDIUM
Ord_3411,"2011-10-06 00:00:00","NOT SPECIFIED"
Ord_3944,"2011-10-06 00:00:00",HIGH
Ord_3,"2011-10-07 00:00:00",HIGH
Ord_999,"2011-10-07 00:00:00",LOW
Ord_4791,"2011-10-07 00:00:00",LOW
Ord_5066,"2011-10-07 00:00:00",CRITICAL
Ord_5467,"2011-10-07 00:00:00","NOT SPECIFIED"
Ord_145,"2011-10-08 00:00:00",CRITICAL
Ord_236,"2011-10-08 00:00:00",HIGH
Ord_582,"2011-10-08 00:00:00",HIGH
Ord_88,"2011-10-09 00:00:00",LOW
Ord_1383,"2011-10-09 00:00:00",HIGH
Ord_1783,"2011-10-09 00:00:00",CRITICAL
Ord_2254,"2011-10-09 00:00:00",CRITICAL
Ord_4348,"2011-10-09 00:00:00","NOT SPECIFIED"
Ord_5127,"2011-10-09 00:00:00",CRITICAL
Ord_23,"2011-10-10 00:00:00",HIGH
Ord_58,"2011-10-10 00:00:00","NOT SPECIFIED"
Ord_2248,"2011-10-10 00:00:00",LOW
Ord_4938,"2011-10-10 00:00:00",MEDIUM
Ord_180,"2011-10-11 00:00:00",HIGH
Ord_531,"2011-10-11 00:00:00",CRITICAL
Ord_1705,"2011-10-11 00:00:00","NOT SPECIFIED"
Ord_1749,"2011-10-11 00:00:00",LOW
Ord_2844,"2011-10-11 00:00:00",CRITICAL
Ord_4631,"2011-10-11 00:00:00",CRITICAL
Ord_1514,"2011-10-12 00:00:00",HIGH
Ord_2109,"2011-10-12 00:00:00","NOT SPECIFIED"
Ord_2246,"2011-10-12 00:00:00","NOT SPECIFIED"
Ord_2522,"2011-10-12 00:00:00",CRITICAL
Ord_3930,"2011-10-12 00:00:00","NOT SPECIFIED"
Ord_4440,"2011-10-12 00:00:00",LOW
Ord_4528,"2011-10-12 00:00:00",HIGH
Ord_4537,"2011-10-12 00:00:00","NOT SPECIFIED"
Ord_366,"2011-11-01 00:00:00",LOW
Ord_1244,"2011-11-01 00:00:00",HIGH
Ord_2770,"2011-11-01 00:00:00",CRITICAL
Ord_4367,"2011-11-01 00:00:00",CRITICAL
Ord_2601,"2011-11-02 00:00:00",LOW
Ord_2645,"2011-11-02 00:00:00",CRITICAL
Ord_4625,"2011-11-02 00:00:00",HIGH
Ord_480,"2011-11-03 00:00:00",MEDIUM
Ord_3268,"2011-11-03 00:00:00","NOT SPECIFIED"
Ord_3477,"2011-11-03 00:00:00",MEDIUM
Ord_98,"2011-11-04 00:00:00",HIGH
Ord_983,"2011-11-04 00:00:00",HIGH
Ord_1331,"2011-11-04 00:00:00",MEDIUM
Ord_2273,"2011-11-04 00:00:00",CRITICAL
Ord_4770,"2011-11-04 00:00:00",CRITICAL
Ord_4932,"2011-11-04 00:00:00",HIGH
Ord_4955,"2011-11-04 00:00:00",MEDIUM
Ord_2620,"2011-11-05 00:00:00",CRITICAL
Ord_2798,"2011-11-05 00:00:00",HIGH
Ord_1459,"2011-11-06 00:00:00",CRITICAL
Ord_2569,"2011-11-06 00:00:00","NOT SPECIFIED"
Ord_3074,"2011-11-06 00:00:00",MEDIUM
Ord_3123,"2011-11-06 00:00:00",HIGH
Ord_3701,"2011-11-06 00:00:00",CRITICAL
Ord_198,"2011-11-07 00:00:00",CRITICAL
Ord_2387,"2011-11-08 00:00:00",LOW
Ord_2602,"2011-11-08 00:00:00",HIGH
Ord_3670,"2011-11-08 00:00:00",CRITICAL
Ord_5147,"2011-11-08 00:00:00",HIGH
Ord_5337,"2011-11-08 00:00:00",MEDIUM
Ord_835,"2011-11-09 00:00:00",CRITICAL
Ord_2174,"2011-11-09 00:00:00",HIGH
Ord_3203,"2011-11-09 00:00:00",HIGH
Ord_4092,"2011-11-09 00:00:00",LOW
Ord_4579,"2011-11-09 00:00:00","NOT SPECIFIED"
Ord_4925,"2011-11-09 00:00:00",LOW
Ord_732,"2011-11-10 00:00:00",HIGH
Ord_3383,"2011-11-10 00:00:00",MEDIUM
Ord_4422,"2011-11-10 00:00:00",LOW
Ord_2059,"2011-11-11 00:00:00",MEDIUM
Ord_2493,"2011-11-12 00:00:00",CRITICAL
Ord_4574,"2011-11-12 00:00:00",HIGH
Ord_4996,"2011-11-12 00:00:00",CRITICAL
Ord_2517,"2011-12-02 00:00:00","NOT SPECIFIED"
Ord_3986,"2011-12-02 00:00:00",LOW
Ord_919,"2011-12-03 00:00:00",HIGH
Ord_1428,"2011-12-03 00:00:00",LOW
Ord_3479,"2011-12-03 00:00:00","NOT SPECIFIED"
Ord_1158,"2011-12-04 00:00:00",MEDIUM
Ord_1475,"2011-12-04 00:00:00","NOT SPECIFIED"
Ord_3243,"2011-12-05 00:00:00",HIGH
Ord_4177,"2011-12-05 00:00:00","NOT SPECIFIED"
Ord_4427,"2011-12-05 00:00:00",LOW
Ord_4692,"2011-12-05 00:00:00",CRITICAL
Ord_5327,"2011-12-05 00:00:00",HIGH
Ord_2235,"2011-12-06 00:00:00",LOW
Ord_3626,"2011-12-06 00:00:00",MEDIUM
Ord_4719,"2011-12-06 00:00:00",LOW
Ord_1747,"2011-12-07 00:00:00",HIGH
Ord_2552,"2011-12-07 00:00:00",LOW
Ord_4659,"2011-12-07 00:00:00",LOW
Ord_4820,"2011-12-07 00:00:00","NOT SPECIFIED"
Ord_5054,"2011-12-07 00:00:00",MEDIUM
Ord_5439,"2011-12-07 00:00:00",LOW
Ord_168,"2011-12-08 00:00:00",MEDIUM
Ord_1995,"2011-12-08 00:00:00",LOW
Ord_282,"2011-12-09 00:00:00",HIGH
Ord_832,"2011-12-09 00:00:00",HIGH
Ord_1318,"2011-12-09 00:00:00",MEDIUM
Ord_3263,"2011-12-09 00:00:00",LOW
Ord_3545,"2011-12-09 00:00:00",LOW
Ord_3708,"2011-12-09 00:00:00",HIGH
Ord_4234,"2011-12-09 00:00:00",MEDIUM
Ord_4341,"2011-12-09 00:00:00",MEDIUM
Ord_1006,"2011-12-10 00:00:00","NOT SPECIFIED"
Ord_2929,"2011-12-10 00:00:00","NOT SPECIFIED"
Ord_3821,"2011-12-10 00:00:00",HIGH
Ord_3872,"2011-12-10 00:00:00","NOT SPECIFIED"
Ord_41,"2011-12-11 00:00:00",LOW
Ord_717,"2011-12-11 00:00:00",HIGH
Ord_870,"2011-12-11 00:00:00",MEDIUM
Ord_4616,"2011-12-11 00:00:00",CRITICAL
Ord_4904,"2011-12-11 00:00:00",CRITICAL
Ord_3682,"2011-12-12 00:00:00",MEDIUM
Ord_668,"2012-01-01 00:00:00",LOW
Ord_1670,"2012-01-02 00:00:00",HIGH
Ord_2148,"2012-01-02 00:00:00",CRITICAL
Ord_5149,"2012-01-02 00:00:00",MEDIUM
Ord_5475,"2012-01-02 00:00:00",MEDIUM
Ord_838,"2012-01-03 00:00:00",LOW
Ord_2452,"2012-01-03 00:00:00",HIGH
Ord_2850,"2012-01-03 00:00:00",MEDIUM
Ord_4801,"2012-01-03 00:00:00","NOT SPECIFIED"
Ord_1438,"2012-01-04 00:00:00",MEDIUM
Ord_1608,"2012-01-04 00:00:00","NOT SPECIFIED"
Ord_4033,"2012-01-04 00:00:00","NOT SPECIFIED"
Ord_4131,"2012-01-04 00:00:00",HIGH
Ord_4134,"2012-01-05 00:00:00",HIGH
Ord_5036,"2012-01-05 00:00:00",CRITICAL
Ord_1272,"2012-01-06 00:00:00",LOW
Ord_4641,"2012-01-06 00:00:00",LOW
Ord_4780,"2012-01-06 00:00:00",CRITICAL
Ord_5412,"2012-01-06 00:00:00",CRITICAL
Ord_819,"2012-01-07 00:00:00","NOT SPECIFIED"
Ord_3262,"2012-01-08 00:00:00",HIGH
Ord_3459,"2012-01-08 00:00:00",LOW
Ord_3836,"2012-01-08 00:00:00","NOT SPECIFIED"
Ord_4176,"2012-01-08 00:00:00",HIGH
Ord_5347,"2012-01-08 00:00:00","NOT SPECIFIED"
Ord_228,"2012-01-09 00:00:00",HIGH
Ord_2050,"2012-01-09 00:00:00",MEDIUM
Ord_2504,"2012-01-09 00:00:00",CRITICAL
Ord_2691,"2012-01-09 00:00:00","NOT SPECIFIED"
Ord_4567,"2012-01-09 00:00:00","NOT SPECIFIED"
Ord_2,"2012-01-10 00:00:00",HIGH
Ord_539,"2012-01-10 00:00:00","NOT SPECIFIED"
Ord_4152,"2012-01-10 00:00:00",MEDIUM
Ord_4339,"2012-01-10 00:00:00",HIGH
Ord_5087,"2012-01-10 00:00:00",CRITICAL
Ord_308,"2012-01-11 00:00:00","NOT SPECIFIED"
Ord_1083,"2012-01-11 00:00:00",LOW
Ord_1835,"2012-01-11 00:00:00",LOW
Ord_3301,"2012-01-11 00:00:00","NOT SPECIFIED"
Ord_4290,"2012-01-11 00:00:00",CRITICAL
Ord_4983,"2012-01-11 00:00:00",CRITICAL
Ord_1212,"2012-01-12 00:00:00","NOT SPECIFIED"
Ord_2373,"2012-01-12 00:00:00","NOT SPECIFIED"
Ord_182,"2012-02-01 00:00:00",MEDIUM
Ord_4306,"2012-02-01 00:00:00",CRITICAL
Ord_5018,"2012-02-01 00:00:00",MEDIUM
Ord_1567,"2012-02-02 00:00:00",MEDIUM
Ord_2884,"2012-02-02 00:00:00",MEDIUM
Ord_4406,"2012-02-02 00:00:00",LOW
Ord_4898,"2012-02-02 00:00:00",LOW
Ord_5457,"2012-02-02 00:00:00",CRITICAL
Ord_167,"2012-02-03 00:00:00",LOW
Ord_1113,"2012-02-03 00:00:00",CRITICAL
Ord_1121,"2012-02-03 00:00:00",HIGH
Ord_2572,"2012-02-03 00:00:00",HIGH
Ord_2966,"2012-02-03 00:00:00",LOW
Ord_3144,"2012-02-03 00:00:00",LOW
Ord_5136,"2012-02-03 00:00:00",LOW
Ord_3393,"2012-02-04 00:00:00",MEDIUM
Ord_29,"2012-02-05 00:00:00",HIGH
Ord_1649,"2012-02-05 00:00:00",LOW
Ord_3001,"2012-02-05 00:00:00",LOW
Ord_5132,"2012-02-05 00:00:00",LOW
Ord_1051,"2012-02-06 00:00:00","NOT SPECIFIED"
Ord_1879,"2012-02-06 00:00:00",LOW
Ord_1888,"2012-02-06 00:00:00",MEDIUM
Ord_3181,"2012-02-06 00:00:00",MEDIUM
Ord_4970,"2012-02-06 00:00:00",CRITICAL
Ord_5138,"2012-02-06 00:00:00",MEDIUM
Ord_5252,"2012-02-06 00:00:00","NOT SPECIFIED"
Ord_1132,"2012-02-07 00:00:00",HIGH
Ord_1972,"2012-02-07 00:00:00","NOT SPECIFIED"
Ord_2243,"2012-02-07 00:00:00",LOW
Ord_2347,"2012-02-07 00:00:00","NOT SPECIFIED"
Ord_4184,"2012-02-07 00:00:00","NOT SPECIFIED"
Ord_4546,"2012-02-07 00:00:00",CRITICAL
Ord_2538,"2012-02-08 00:00:00",CRITICAL
Ord_4619,"2012-02-08 00:00:00",LOW
Ord_1154,"2012-02-09 00:00:00","NOT SPECIFIED"
Ord_1758,"2012-02-09 00:00:00",HIGH
Ord_1918,"2012-02-09 00:00:00",CRITICAL
Ord_2422,"2012-02-09 00:00:00",LOW
Ord_4263,"2012-02-09 00:00:00",CRITICAL
Ord_4622,"2012-02-09 00:00:00","NOT SPECIFIED"
Ord_4663,"2012-02-09 00:00:00",LOW
Ord_694,"2012-02-10 00:00:00",CRITICAL
Ord_4566,"2012-02-10 00:00:00","NOT SPECIFIED"
Ord_5035,"2012-02-10 00:00:00",LOW
Ord_5349,"2012-02-11 00:00:00",HIGH
Ord_1028,"2012-02-12 00:00:00","NOT SPECIFIED"
Ord_1368,"2012-02-12 00:00:00",MEDIUM
Ord_2812,"2012-02-12 00:00:00",HIGH
Ord_3396,"2012-02-12 00:00:00",CRITICAL
Ord_3536,"2012-02-12 00:00:00",CRITICAL
Ord_4453,"2012-02-12 00:00:00","NOT SPECIFIED"
Ord_68,"2012-03-01 00:00:00",MEDIUM
Ord_1962,"2012-03-01 00:00:00",LOW
Ord_3650,"2012-03-01 00:00:00",LOW
Ord_4693,"2012-03-01 00:00:00",MEDIUM
Ord_5073,"2012-03-01 00:00:00",CRITICAL
Ord_153,"2012-03-03 00:00:00",HIGH
Ord_1843,"2012-03-03 00:00:00",MEDIUM
Ord_2287,"2012-03-03 00:00:00",HIGH
Ord_4368,"2012-03-03 00:00:00",CRITICAL
Ord_4635,"2012-03-03 00:00:00","NOT SPECIFIED"
Ord_4764,"2012-03-03 00:00:00",CRITICAL
Ord_5321,"2012-03-03 00:00:00",MEDIUM
Ord_1375,"2012-03-04 00:00:00","NOT SPECIFIED"
Ord_2237,"2012-03-04 00:00:00",LOW
Ord_3166,"2012-03-04 00:00:00",CRITICAL
Ord_5482,"2012-03-04 00:00:00",CRITICAL
Ord_1025,"2012-03-05 00:00:00",CRITICAL
Ord_2648,"2012-03-05 00:00:00",CRITICAL
Ord_2885,"2012-03-05 00:00:00",MEDIUM
Ord_4063,"2012-03-05 00:00:00",LOW
Ord_4762,"2012-03-05 00:00:00",LOW
Ord_5061,"2012-03-05 00:00:00",CRITICAL
Ord_4708,"2012-03-06 00:00:00",MEDIUM
Ord_294,"2012-03-07 00:00:00",CRITICAL
Ord_619,"2012-03-07 00:00:00",HIGH
Ord_3735,"2012-03-07 00:00:00",MEDIUM
Ord_5041,"2012-03-07 00:00:00",MEDIUM
Ord_965,"2012-03-08 00:00:00",HIGH
Ord_1073,"2012-03-08 00:00:00","NOT SPECIFIED"
Ord_1616,"2012-03-09 00:00:00",CRITICAL
Ord_1810,"2012-03-09 00:00:00",HIGH
Ord_2744,"2012-03-09 00:00:00",HIGH
Ord_4370,"2012-03-09 00:00:00","NOT SPECIFIED"
Ord_5491,"2012-03-09 00:00:00",LOW
Ord_2902,"2012-03-10 00:00:00",HIGH
Ord_3005,"2012-03-10 00:00:00",HIGH
Ord_892,"2012-03-11 00:00:00",HIGH
Ord_2457,"2012-03-11 00:00:00","NOT SPECIFIED"
Ord_397,"2012-03-12 00:00:00",CRITICAL
Ord_975,"2012-03-12 00:00:00",CRITICAL
Ord_1613,"2012-03-12 00:00:00",LOW
Ord_2063,"2012-03-12 00:00:00",CRITICAL
Ord_2406,"2012-03-12 00:00:00",LOW
Ord_3127,"2012-04-01 00:00:00","NOT SPECIFIED"
Ord_3172,"2012-04-01 00:00:00",LOW
Ord_3371,"2012-04-01 00:00:00",CRITICAL
Ord_3683,"2012-04-01 00:00:00",LOW
Ord_5239,"2012-04-01 00:00:00",CRITICAL
Ord_2741,"2012-04-02 00:00:00",LOW
Ord_2847,"2012-04-02 00:00:00",CRITICAL
Ord_598,"2012-04-03 00:00:00",CRITICAL
Ord_656,"2012-04-03 00:00:00",LOW
Ord_1627,"2012-04-03 00:00:00",LOW
Ord_2476,"2012-04-03 00:00:00",CRITICAL
Ord_2769,"2012-04-03 00:00:00",CRITICAL
Ord_4744,"2012-04-03 00:00:00",MEDIUM
Ord_1054,"2012-04-04 00:00:00","NOT SPECIFIED"
Ord_1887,"2012-04-04 00:00:00",CRITICAL
Ord_5135,"2012-04-04 00:00:00",MEDIUM
Ord_55,"2012-04-05 00:00:00",LOW
Ord_714,"2012-04-05 00:00:00",CRITICAL
Ord_2613,"2012-04-05 00:00:00",LOW
Ord_4210,"2012-04-05 00:00:00",MEDIUM
Ord_5214,"2012-04-05 00:00:00",LOW
Ord_3091,"2012-04-06 00:00:00",CRITICAL
Ord_4163,"2012-04-06 00:00:00","NOT SPECIFIED"
Ord_10,"2012-04-08 00:00:00","NOT SPECIFIED"
Ord_17,"2012-04-08 00:00:00",HIGH
Ord_806,"2012-04-08 00:00:00","NOT SPECIFIED"
Ord_2290,"2012-04-08 00:00:00",HIGH
Ord_3922,"2012-04-08 00:00:00",CRITICAL
Ord_4790,"2012-04-08 00:00:00",CRITICAL
Ord_5365,"2012-04-08 00:00:00",CRITICAL
Ord_1554,"2012-04-09 00:00:00",LOW
Ord_2006,"2012-04-09 00:00:00",LOW
Ord_2589,"2012-04-09 00:00:00",CRITICAL
Ord_1009,"2012-04-10 00:00:00","NOT SPECIFIED"
Ord_1851,"2012-04-10 00:00:00","NOT SPECIFIED"
Ord_2841,"2012-04-10 00:00:00",CRITICAL
Ord_4144,"2012-04-10 00:00:00",CRITICAL
Ord_5332,"2012-04-10 00:00:00",LOW
Ord_647,"2012-04-11 00:00:00",HIGH
Ord_4500,"2012-04-11 00:00:00",HIGH
Ord_672,"2012-04-12 00:00:00",HIGH
Ord_3281,"2012-04-12 00:00:00",HIGH
Ord_5133,"2012-04-12 00:00:00",CRITICAL
Ord_5390,"2012-04-12 00:00:00",LOW
Ord_607,"2012-05-01 00:00:00",LOW
Ord_1236,"2012-05-01 00:00:00",HIGH
Ord_1335,"2012-05-01 00:00:00",HIGH
Ord_1776,"2012-05-01 00:00:00",HIGH
Ord_1820,"2012-05-01 00:00:00",HIGH
Ord_1900,"2012-05-01 00:00:00",MEDIUM
Ord_2349,"2012-05-01 00:00:00",LOW
Ord_1396,"2012-05-02 00:00:00","NOT SPECIFIED"
Ord_2180,"2012-05-02 00:00:00",MEDIUM
Ord_4300,"2012-05-02 00:00:00",LOW
Ord_4901,"2012-05-02 00:00:00","NOT SPECIFIED"
Ord_3427,"2012-05-03 00:00:00",CRITICAL
Ord_4006,"2012-05-03 00:00:00","NOT SPECIFIED"
Ord_4562,"2012-05-03 00:00:00",LOW
Ord_620,"2012-05-04 00:00:00","NOT SPECIFIED"
Ord_631,"2012-05-04 00:00:00",HIGH
Ord_1412,"2012-05-04 00:00:00","NOT SPECIFIED"
Ord_5262,"2012-05-04 00:00:00",CRITICAL
Ord_472,"2012-05-05 00:00:00",HIGH
Ord_661,"2012-05-05 00:00:00","NOT SPECIFIED"
Ord_712,"2012-05-05 00:00:00",CRITICAL
Ord_739,"2012-05-05 00:00:00","NOT SPECIFIED"
Ord_3528,"2012-05-05 00:00:00",LOW
Ord_559,"2012-05-06 00:00:00",LOW
Ord_3405,"2012-05-06 00:00:00",MEDIUM
Ord_4102,"2012-05-06 00:00:00",HIGH
Ord_1112,"2012-05-07 00:00:00","NOT SPECIFIED"
Ord_1185,"2012-05-07 00:00:00",MEDIUM
Ord_102,"2012-05-08 00:00:00",MEDIUM
Ord_1141,"2012-05-08 00:00:00",LOW
Ord_1737,"2012-05-08 00:00:00",HIGH
Ord_1904,"2012-05-08 00:00:00",HIGH
Ord_2675,"2012-05-08 00:00:00",CRITICAL
Ord_469,"2012-05-09 00:00:00",LOW
Ord_635,"2012-05-09 00:00:00",CRITICAL
Ord_803,"2012-05-09 00:00:00",LOW
Ord_1033,"2012-05-09 00:00:00","NOT SPECIFIED"
Ord_1386,"2012-05-09 00:00:00",HIGH
Ord_1452,"2012-05-09 00:00:00","NOT SPECIFIED"
Ord_3749,"2012-05-09 00:00:00",MEDIUM
Ord_4045,"2012-05-09 00:00:00",MEDIUM
Ord_562,"2012-05-10 00:00:00",CRITICAL
Ord_3365,"2012-05-10 00:00:00",LOW
Ord_3504,"2012-05-10 00:00:00",CRITICAL
Ord_5350,"2012-05-10 00:00:00",CRITICAL
Ord_1091,"2012-05-11 00:00:00",LOW
Ord_2543,"2012-05-11 00:00:00",HIGH
Ord_3856,"2012-05-11 00:00:00",MEDIUM
Ord_4885,"2012-05-12 00:00:00",LOW
Ord_483,"2012-06-01 00:00:00",LOW
Ord_3116,"2012-06-01 00:00:00",CRITICAL
Ord_875,"2012-06-02 00:00:00",LOW
Ord_2591,"2012-06-02 00:00:00","NOT SPECIFIED"
Ord_3291,"2012-06-02 00:00:00","NOT SPECIFIED"
Ord_3331,"2012-06-02 00:00:00",HIGH
Ord_371,"2012-06-03 00:00:00",LOW
Ord_3485,"2012-06-03 00:00:00",CRITICAL
Ord_4457,"2012-06-03 00:00:00",HIGH
Ord_1491,"2012-06-04 00:00:00",HIGH
Ord_3732,"2012-06-04 00:00:00","NOT SPECIFIED"
Ord_1443,"2012-06-05 00:00:00",HIGH
Ord_2659,"2012-06-05 00:00:00",LOW
Ord_3045,"2012-06-05 00:00:00",MEDIUM
Ord_4059,"2012-06-05 00:00:00",CRITICAL
Ord_5065,"2012-06-05 00:00:00",MEDIUM
Ord_97,"2012-06-06 00:00:00",CRITICAL
Ord_2665,"2012-06-06 00:00:00",LOW
Ord_4187,"2012-06-06 00:00:00",MEDIUM
Ord_4847,"2012-06-07 00:00:00","NOT SPECIFIED"
Ord_1703,"2012-06-08 00:00:00",HIGH
Ord_2684,"2012-06-08 00:00:00",MEDIUM
Ord_2291,"2012-06-09 00:00:00",HIGH
Ord_2839,"2012-06-09 00:00:00","NOT SPECIFIED"
Ord_4781,"2012-06-09 00:00:00",LOW
Ord_209,"2012-06-10 00:00:00",MEDIUM
Ord_692,"2012-06-10 00:00:00",HIGH
Ord_1577,"2012-06-10 00:00:00","NOT SPECIFIED"
Ord_3625,"2012-06-10 00:00:00",MEDIUM
Ord_4476,"2012-06-10 00:00:00",HIGH
Ord_99,"2012-06-11 00:00:00",LOW
Ord_2124,"2012-06-11 00:00:00",MEDIUM
Ord_3193,"2012-06-11 00:00:00",CRITICAL
Ord_3832,"2012-06-11 00:00:00","NOT SPECIFIED"
Ord_1785,"2012-06-12 00:00:00",MEDIUM
Ord_2658,"2012-06-12 00:00:00",LOW
Ord_475,"2012-07-01 00:00:00",LOW
Ord_5002,"2012-07-01 00:00:00",HIGH
Ord_172,"2012-07-02 00:00:00",CRITICAL
Ord_2129,"2012-07-02 00:00:00",HIGH
Ord_2365,"2012-07-02 00:00:00","NOT SPECIFIED"
Ord_2606,"2012-07-02 00:00:00","NOT SPECIFIED"
Ord_4933,"2012-07-02 00:00:00",MEDIUM
Ord_5438,"2012-07-02 00:00:00",HIGH
Ord_1637,"2012-07-03 00:00:00",LOW
Ord_3506,"2012-07-03 00:00:00",MEDIUM
Ord_5246,"2012-07-03 00:00:00",LOW
Ord_261,"2012-07-04 00:00:00",HIGH
Ord_2937,"2012-07-04 00:00:00",LOW
Ord_4165,"2012-07-04 00:00:00",LOW
Ord_4372,"2012-07-04 00:00:00",HIGH
Ord_1607,"2012-07-05 00:00:00",MEDIUM
Ord_2440,"2012-07-05 00:00:00",MEDIUM
