ship_id,ship_mode,ship_date
SHP_6468,"REGULAR AIR","2009-07-09 00:00:00"
SHP_6961,"REGULAR AIR","2009-07-09 00:00:00"
SHP_3780,"DELIVERY TRUCK","2009-07-10 00:00:00"
SHP_6894,"REGULAR AIR","2009-07-10 00:00:00"
SHP_1958,"REGULAR AIR","2009-07-11 00:00:00"
SHP_6773,"DELIVERY TRUCK","2009-07-11 00:00:00"
SHP_856,"REGULAR AIR","2009-07-12 00:00:00"
SHP_1880,"EXPRESS AIR","2009-07-12 00:00:00"
SHP_2482,"REGULAR AIR","2009-07-12 00:00:00"
SHP_2711,"EXPRESS AIR","2009-07-12 00:00:00"
SHP_3512,"REGULAR AIR","2009-07-12 00:00:00"
SHP_3682,"REGULAR AIR","2009-07-12 00:00:00"
SHP_3769,"REGULAR AIR","2009-07-12 00:00:00"
SHP_5989,"REGULAR AIR","2009-07-12 00:00:00"
SHP_1736,"REGULAR AIR","2009-08-01 00:00:00"
SHP_3207,"REGULAR AIR","2009-08-01 00:00:00"
SHP_3208,"EXPRESS AIR","2009-08-01 00:00:00"
SHP_3555,"REGULAR AIR","2009-08-01 00:00:00"
SHP_4489,"EXPRESS AIR","2009-08-01 00:00:00"
SHP_5492,"DELIVERY TRUCK","2009-08-01 00:00:00"
SHP_5493,"EXPRESS AIR","2009-08-01 00:00:00"
SHP_5781,"REGULAR AIR","2009-08-01 00:00:00"
SHP_5845,"REGULAR AIR","2009-08-01 00:00:00"
SHP_6334,"REGULAR AIR","2009-08-01 00:00:00"
SHP_7090,"REGULAR AIR","2009-08-01 00:00:00"
SHP_600,"REGULAR AIR","2009-08-02 00:00:00"
SHP_1348,"DELIVERY TRUCK","2009-08-02 00:00:00"
SHP_1349,"REGULAR AIR","2009-08-02 00:00:00"
SHP_2839,"EXPRESS AIR","2009-08-02 00:00:00"
SHP_3110,"REGULAR AIR","2009-08-02 00:00:00"
SHP_4954,"EXPRESS AIR","2009-08-02 00:00:00"
SHP_6244,"REGULAR AIR","2009-08-02 00:00:00"
SHP_941,"DELIVERY TRUCK","2009-08-03 00:00:00"
SHP_942,"REGULAR AIR","2009-08-03 00:00:00"
SHP_1556,"REGULAR AIR","2009-08-03 00:00:00"
SHP_4587,"REGULAR AIR","2009-08-03 00:00:00"
SHP_5318,"REGULAR AIR","2009-08-03 00:00:00"
SHP_5836,"REGULAR AIR","2009-08-03 00:00:00"
SHP_1581,"EXPRESS AIR","2009-08-04 00:00:00"
SHP_2440,"REGULAR AIR","2009-08-04 00:00:00"
SHP_3080,"DELIVERY TRUCK","2009-08-04 00:00:00"
SHP_4699,"REGULAR AIR","2009-08-04 00:00:00"
SHP_5495,"REGULAR AIR","2009-08-04 00:00:00"
SHP_6161,"REGULAR AIR","2009-08-04 00:00:00"
SHP_624,"REGULAR AIR","2009-08-05 00:00:00"
SHP_5126,"REGULAR AIR","2009-08-05 00:00:00"
SHP_5489,"REGULAR AIR","2009-08-05 00:00:00"
SHP_5898,"REGULAR AIR","2009-08-05 00:00:00"
SHP_2693,"REGULAR AIR","2009-08-06 00:00:00"
SHP_6590,"REGULAR AIR","2009-08-06 00:00:00"
SHP_6598,"REGULAR AIR","2009-08-06 00:00:00"
SHP_7002,"EXPRESS AIR","2009-08-06 00:00:00"
SHP_7003,"REGULAR AIR","2009-08-06 00:00:00"
SHP_527,"REGULAR AIR","2009-08-07 00:00:00"
SHP_1180,"REGULAR AIR","2009-08-07 00:00:00"
SHP_1290,"REGULAR AIR","2009-08-07 00:00:00"
SHP_2292,"REGULAR AIR","2009-08-07 00:00:00"
SHP_3410,"REGULAR AIR","2009-08-07 00:00:00"
SHP_3586,"DELIVERY TRUCK","2009-08-07 00:00:00"
SHP_7047,"REGULAR AIR","2009-08-07 00:00:00"
SHP_7549,"EXPRESS AIR","2009-08-07 00:00:00"
SHP_7664,"DELIVERY TRUCK","2009-08-07 00:00:00"
SHP_890,"REGULAR AIR","2009-08-08 00:00:00"
SHP_4798,"REGULAR AIR","2009-08-08 00:00:00"
SHP_5536,"REGULAR AIR","2009-08-08 00:00:00"
SHP_5900,"EXPRESS AIR","2009-08-08 00:00:00"
SHP_6708,"REGULAR AIR","2009-08-08 00:00:00"
SHP_1448,"REGULAR AIR","2009-08-09 00:00:00"
SHP_6155,"REGULAR AIR","2009-08-09 00:00:00"
SHP_7440,"REGULAR AIR","2009-08-09 00:00:00"
SHP_3241,"REGULAR AIR","2009-08-10 00:00:00"
SHP_3390,"REGULAR AIR","2009-08-10 00:00:00"
SHP_5187,"EXPRESS AIR","2009-08-10 00:00:00"
SHP_5440,"REGULAR AIR","2009-08-10 00:00:00"
SHP_6895,"REGULAR AIR","2009-08-10 00:00:00"
SHP_6984,"REGULAR AIR","2009-08-10 00:00:00"
SHP_1959,"EXPRESS AIR","2009-08-11 00:00:00"
SHP_1712,"EXPRESS AIR","2009-08-12 00:00:00"
SHP_1840,"REGULAR AIR","2009-08-12 00:00:00"
SHP_2207,"REGULAR AIR","2009-08-12 00:00:00"
SHP_2214,"EXPRESS AIR","2009-08-12 00:00:00"
SHP_3984,"REGULAR AIR","2009-08-12 00:00:00"
SHP_4118,"DELIVERY TRUCK","2009-08-12 00:00:00"
SHP_5219,"EXPRESS AIR","2009-08-12 00:00:00"
SHP_5693,"EXPRESS AIR","2009-08-12 00:00:00"
SHP_5694,"REGULAR AIR","2009-08-12 00:00:00"
SHP_1955,"EXPRESS AIR","2009-09-01 00:00:00"
SHP_5521,"REGULAR AIR","2009-09-01 00:00:00"
SHP_6415,"REGULAR AIR","2009-09-01 00:00:00"
SHP_6476,"REGULAR AIR","2009-09-01 00:00:00"
SHP_599,"EXPRESS AIR","2009-09-02 00:00:00"
SHP_698,"REGULAR AIR","2009-09-02 00:00:00"
SHP_3291,"REGULAR AIR","2009-09-02 00:00:00"
SHP_4409,"REGULAR AIR","2009-09-02 00:00:00"
SHP_6342,"REGULAR AIR","2009-09-02 00:00:00"
SHP_6526,"REGULAR AIR","2009-09-03 00:00:00"
SHP_469,"REGULAR AIR","2009-09-04 00:00:00"
SHP_1312,"REGULAR AIR","2009-09-04 00:00:00"
SHP_3203,"REGULAR AIR","2009-09-04 00:00:00"
SHP_3250,"REGULAR AIR","2009-09-04 00:00:00"
SHP_2140,"DELIVERY TRUCK","2009-09-05 00:00:00"
SHP_3539,"REGULAR AIR","2009-09-05 00:00:00"
SHP_3559,"REGULAR AIR","2009-09-05 00:00:00"
SHP_3770,"REGULAR AIR","2009-09-05 00:00:00"
SHP_4028,"EXPRESS AIR","2009-09-05 00:00:00"
SHP_5410,"REGULAR AIR","2009-09-05 00:00:00"
SHP_6436,"REGULAR AIR","2009-09-05 00:00:00"
SHP_6799,"EXPRESS AIR","2009-09-05 00:00:00"
SHP_161,"REGULAR AIR","2009-09-06 00:00:00"
SHP_2792,"REGULAR AIR","2009-09-06 00:00:00"
SHP_5877,"REGULAR AIR","2009-09-06 00:00:00"
SHP_6591,"REGULAR AIR","2009-09-06 00:00:00"
SHP_338,"REGULAR AIR","2009-09-07 00:00:00"
SHP_4727,"REGULAR AIR","2009-09-07 00:00:00"
SHP_6822,"REGULAR AIR","2009-09-07 00:00:00"
SHP_633,"REGULAR AIR","2009-09-08 00:00:00"
SHP_1088,"REGULAR AIR","2009-09-08 00:00:00"
SHP_7623,"EXPRESS AIR","2009-09-08 00:00:00"
SHP_1370,"DELIVERY TRUCK","2009-09-09 00:00:00"
SHP_6156,"REGULAR AIR","2009-09-09 00:00:00"
SHP_34,"REGULAR AIR","2009-09-10 00:00:00"
SHP_158,"REGULAR AIR","2009-09-10 00:00:00"
SHP_242,"REGULAR AIR","2009-09-10 00:00:00"
SHP_1156,"REGULAR AIR","2009-09-10 00:00:00"
SHP_1157,"DELIVERY TRUCK","2009-09-10 00:00:00"
SHP_1481,"REGULAR AIR","2009-09-10 00:00:00"
SHP_1482,"EXPRESS AIR","2009-09-10 00:00:00"
SHP_2671,"REGULAR AIR","2009-09-10 00:00:00"
SHP_2890,"REGULAR AIR","2009-09-10 00:00:00"
SHP_3242,"REGULAR AIR","2009-09-10 00:00:00"
SHP_4281,"REGULAR AIR","2009-09-10 00:00:00"
SHP_4352,"REGULAR AIR","2009-09-10 00:00:00"
SHP_4969,"REGULAR AIR","2009-09-10 00:00:00"
SHP_5439,"REGULAR AIR","2009-09-10 00:00:00"
SHP_6985,"EXPRESS AIR","2009-09-10 00:00:00"
SHP_320,"REGULAR AIR","2009-09-11 00:00:00"
SHP_1951,"REGULAR AIR","2009-09-11 00:00:00"
SHP_3402,"EXPRESS AIR","2009-09-11 00:00:00"
SHP_4262,"DELIVERY TRUCK","2009-09-11 00:00:00"
SHP_855,"DELIVERY TRUCK","2009-09-12 00:00:00"
SHP_968,"DELIVERY TRUCK","2009-09-12 00:00:00"
SHP_969,"REGULAR AIR","2009-09-12 00:00:00"
SHP_2215,"REGULAR AIR","2009-09-12 00:00:00"
SHP_2458,"REGULAR AIR","2009-09-12 00:00:00"
SHP_2688,"REGULAR AIR","2009-09-12 00:00:00"
SHP_3028,"REGULAR AIR","2009-09-12 00:00:00"
SHP_3985,"REGULAR AIR","2009-09-12 00:00:00"
SHP_4875,"DELIVERY TRUCK","2009-09-12 00:00:00"
SHP_5175,"EXPRESS AIR","2009-09-12 00:00:00"
SHP_1716,"REGULAR AIR","2009-10-01 00:00:00"
SHP_1956,"REGULAR AIR","2009-10-01 00:00:00"
SHP_5136,"REGULAR AIR","2009-10-01 00:00:00"
SHP_5846,"REGULAR AIR","2009-10-01 00:00:00"
SHP_6414,"REGULAR AIR","2009-10-01 00:00:00"
SHP_7489,"REGULAR AIR","2009-10-01 00:00:00"
SHP_1628,"DELIVERY TRUCK","2009-10-02 00:00:00"
SHP_1629,"REGULAR AIR","2009-10-02 00:00:00"
SHP_7061,"REGULAR AIR","2009-10-02 00:00:00"
SHP_107,"REGULAR AIR","2009-10-03 00:00:00"
SHP_440,"REGULAR AIR","2009-10-03 00:00:00"
SHP_1696,"REGULAR AIR","2009-10-03 00:00:00"
SHP_7558,"DELIVERY TRUCK","2009-10-03 00:00:00"
SHP_1884,"EXPRESS AIR","2009-10-04 00:00:00"
SHP_2439,"REGULAR AIR","2009-10-04 00:00:00"
SHP_4505,"DELIVERY TRUCK","2009-10-04 00:00:00"
SHP_5663,"REGULAR AIR","2009-10-04 00:00:00"
SHP_6175,"REGULAR AIR","2009-10-04 00:00:00"
SHP_6572,"DELIVERY TRUCK","2009-10-04 00:00:00"
SHP_1440,"REGULAR AIR","2009-10-05 00:00:00"
SHP_5411,"REGULAR AIR","2009-10-05 00:00:00"
SHP_6401,"REGULAR AIR","2009-10-05 00:00:00"
SHP_2526,"REGULAR AIR","2009-10-06 00:00:00"
SHP_7432,"EXPRESS AIR","2009-10-06 00:00:00"
SHP_6083,"REGULAR AIR","2009-10-07 00:00:00"
SHP_6392,"REGULAR AIR","2009-10-07 00:00:00"
SHP_7498,"REGULAR AIR","2009-10-07 00:00:00"
SHP_176,"REGULAR AIR","2009-10-08 00:00:00"
SHP_748,"REGULAR AIR","2009-10-08 00:00:00"
SHP_3459,"EXPRESS AIR","2009-10-08 00:00:00"
SHP_5334,"REGULAR AIR","2009-10-08 00:00:00"
SHP_4981,"REGULAR AIR","2009-10-09 00:00:00"
SHP_7474,"REGULAR AIR","2009-10-09 00:00:00"
SHP_36,"REGULAR AIR","2009-10-10 00:00:00"
SHP_159,"REGULAR AIR","2009-10-10 00:00:00"
SHP_3389,"REGULAR AIR","2009-10-10 00:00:00"
SHP_4353,"REGULAR AIR","2009-10-10 00:00:00"
SHP_4845,"REGULAR AIR","2009-10-10 00:00:00"
SHP_5276,"DELIVERY TRUCK","2009-10-10 00:00:00"
SHP_5771,"REGULAR AIR","2009-10-10 00:00:00"
SHP_5956,"DELIVERY TRUCK","2009-10-10 00:00:00"
SHP_638,"REGULAR AIR","2009-10-11 00:00:00"
SHP_4636,"REGULAR AIR","2009-10-11 00:00:00"
SHP_6221,"REGULAR AIR","2009-10-11 00:00:00"
SHP_6588,"REGULAR AIR","2009-10-11 00:00:00"
SHP_6821,"REGULAR AIR","2009-10-11 00:00:00"
SHP_395,"REGULAR AIR","2009-10-12 00:00:00"
SHP_651,"REGULAR AIR","2009-10-12 00:00:00"
SHP_2282,"REGULAR AIR","2009-10-12 00:00:00"
SHP_5987,"REGULAR AIR","2009-10-12 00:00:00"
SHP_1186,"DELIVERY TRUCK","2009-11-01 00:00:00"
SHP_1910,"REGULAR AIR","2009-11-01 00:00:00"
SHP_2646,"DELIVERY TRUCK","2009-11-01 00:00:00"
SHP_2778,"REGULAR AIR","2009-11-01 00:00:00"
SHP_3136,"REGULAR AIR","2009-11-01 00:00:00"
SHP_3189,"REGULAR AIR","2009-11-01 00:00:00"
SHP_4010,"REGULAR AIR","2009-11-01 00:00:00"
SHP_4139,"REGULAR AIR","2009-11-01 00:00:00"
SHP_6140,"EXPRESS AIR","2009-11-01 00:00:00"
SHP_6438,"REGULAR AIR","2009-11-01 00:00:00"
SHP_7435,"REGULAR AIR","2009-11-01 00:00:00"
SHP_2164,"REGULAR AIR","2009-11-02 00:00:00"
SHP_4235,"REGULAR AIR","2009-11-02 00:00:00"
SHP_4670,"REGULAR AIR","2009-11-02 00:00:00"
SHP_7701,"EXPRESS AIR","2009-11-02 00:00:00"
SHP_224,"EXPRESS AIR","2009-11-03 00:00:00"
SHP_1697,"DELIVERY TRUCK","2009-11-03 00:00:00"
SHP_4700,"REGULAR AIR","2009-11-03 00:00:00"
SHP_5278,"EXPRESS AIR","2009-11-03 00:00:00"
SHP_7447,"REGULAR AIR","2009-11-03 00:00:00"
SHP_1032,"REGULAR AIR","2009-11-04 00:00:00"
SHP_1606,"DELIVERY TRUCK","2009-11-04 00:00:00"
SHP_2056,"REGULAR AIR","2009-11-04 00:00:00"
SHP_2438,"REGULAR AIR","2009-11-04 00:00:00"
SHP_3180,"EXPRESS AIR","2009-11-04 00:00:00"
SHP_3181,"REGULAR AIR","2009-11-04 00:00:00"
SHP_4057,"REGULAR AIR","2009-11-04 00:00:00"
SHP_4502,"REGULAR AIR","2009-11-04 00:00:00"
SHP_4503,"DELIVERY TRUCK","2009-11-04 00:00:00"
SHP_4504,"EXPRESS AIR","2009-11-04 00:00:00"
SHP_5662,"REGULAR AIR","2009-11-04 00:00:00"
SHP_6284,"REGULAR AIR","2009-11-04 00:00:00"
SHP_6721,"REGULAR AIR","2009-11-04 00:00:00"
SHP_7325,"REGULAR AIR","2009-11-04 00:00:00"
SHP_2685,"REGULAR AIR","2009-11-05 00:00:00"
SHP_5203,"DELIVERY TRUCK","2009-11-05 00:00:00"
SHP_5412,"EXPRESS AIR","2009-11-05 00:00:00"
SHP_5799,"EXPRESS AIR","2009-11-05 00:00:00"
SHP_6432,"REGULAR AIR","2009-11-05 00:00:00"
SHP_1723,"REGULAR AIR","2009-11-06 00:00:00"
SHP_3273,"EXPRESS AIR","2009-11-06 00:00:00"
SHP_3851,"REGULAR AIR","2009-11-06 00:00:00"
SHP_3854,"EXPRESS AIR","2009-11-06 00:00:00"
SHP_733,"REGULAR AIR","2009-11-07 00:00:00"
SHP_2293,"REGULAR AIR","2009-11-07 00:00:00"
SHP_4308,"EXPRESS AIR","2009-11-07 00:00:00"
SHP_4726,"REGULAR AIR","2009-11-07 00:00:00"
SHP_5098,"EXPRESS AIR","2009-11-07 00:00:00"
SHP_5438,"REGULAR AIR","2009-11-07 00:00:00"
SHP_5804,"REGULAR AIR","2009-11-07 00:00:00"
SHP_777,"REGULAR AIR","2009-11-08 00:00:00"
SHP_1149,"EXPRESS AIR","2009-11-08 00:00:00"
SHP_1361,"DELIVERY TRUCK","2009-11-08 00:00:00"
SHP_1771,"REGULAR AIR","2009-11-08 00:00:00"
SHP_1983,"REGULAR AIR","2009-11-08 00:00:00"
SHP_5537,"REGULAR AIR","2009-11-08 00:00:00"
SHP_7512,"REGULAR AIR","2009-11-08 00:00:00"
SHP_5931,"EXPRESS AIR","2009-11-09 00:00:00"
SHP_7475,"REGULAR AIR","2009-11-09 00:00:00"
SHP_35,"DELIVERY TRUCK","2009-11-10 00:00:00"
SHP_157,"REGULAR AIR","2009-11-10 00:00:00"
SHP_2002,"EXPRESS AIR","2009-11-10 00:00:00"
SHP_4382,"EXPRESS AIR","2009-11-10 00:00:00"
SHP_5277,"REGULAR AIR","2009-11-10 00:00:00"
SHP_5770,"EXPRESS AIR","2009-11-10 00:00:00"
SHP_2099,"REGULAR AIR","2009-11-11 00:00:00"
SHP_4724,"REGULAR AIR","2009-11-11 00:00:00"
SHP_7671,"REGULAR AIR","2009-11-11 00:00:00"
SHP_970,"REGULAR AIR","2009-11-12 00:00:00"
SHP_2441,"REGULAR AIR","2009-11-12 00:00:00"
SHP_3810,"EXPRESS AIR","2009-11-12 00:00:00"
SHP_6772,"DELIVERY TRUCK","2009-11-12 00:00:00"
SHP_6967,"EXPRESS AIR","2009-11-12 00:00:00"
SHP_7461,"DELIVERY TRUCK","2009-11-12 00:00:00"
SHP_164,"REGULAR AIR","2009-12-01 00:00:00"
SHP_1187,"REGULAR AIR","2009-12-01 00:00:00"
SHP_1315,"REGULAR AIR","2009-12-01 00:00:00"
SHP_1490,"EXPRESS AIR","2009-12-01 00:00:00"
SHP_1909,"REGULAR AIR","2009-12-01 00:00:00"
SHP_2647,"REGULAR AIR","2009-12-01 00:00:00"
SHP_2795,"REGULAR AIR","2009-12-01 00:00:00"
SHP_699,"REGULAR AIR","2009-12-02 00:00:00"
SHP_1136,"REGULAR AIR","2009-12-02 00:00:00"
SHP_1915,"REGULAR AIR","2009-12-02 00:00:00"
SHP_2205,"REGULAR AIR","2009-12-02 00:00:00"
SHP_4763,"REGULAR AIR","2009-12-02 00:00:00"
SHP_5326,"EXPRESS AIR","2009-12-02 00:00:00"
SHP_5327,"REGULAR AIR","2009-12-02 00:00:00"
SHP_223,"REGULAR AIR","2009-12-03 00:00:00"
SHP_1578,"REGULAR AIR","2009-12-03 00:00:00"
SHP_4701,"REGULAR AIR","2009-12-03 00:00:00"
SHP_5158,"DELIVERY TRUCK","2009-12-03 00:00:00"
SHP_5748,"DELIVERY TRUCK","2009-12-03 00:00:00"
SHP_5769,"EXPRESS AIR","2009-12-03 00:00:00"
SHP_1645,"REGULAR AIR","2009-12-04 00:00:00"
SHP_2176,"REGULAR AIR","2009-12-04 00:00:00"
SHP_2575,"REGULAR AIR","2009-12-04 00:00:00"
SHP_5921,"REGULAR AIR","2009-12-04 00:00:00"
SHP_6396,"DELIVERY TRUCK","2009-12-04 00:00:00"
SHP_6680,"REGULAR AIR","2009-12-04 00:00:00"
SHP_1527,"REGULAR AIR","2009-12-05 00:00:00"
SHP_5398,"REGULAR AIR","2009-12-05 00:00:00"
SHP_6431,"REGULAR AIR","2009-12-05 00:00:00"
SHP_1644,"DELIVERY TRUCK","2009-12-06 00:00:00"
SHP_1750,"REGULAR AIR","2009-12-06 00:00:00"
SHP_2843,"REGULAR AIR","2009-12-06 00:00:00"
SHP_3853,"REGULAR AIR","2009-12-06 00:00:00"
SHP_5360,"REGULAR AIR","2009-12-06 00:00:00"
SHP_5876,"DELIVERY TRUCK","2009-12-06 00:00:00"
SHP_2785,"REGULAR AIR","2009-12-07 00:00:00"
SHP_4723,"REGULAR AIR","2009-12-07 00:00:00"
SHP_5805,"REGULAR AIR","2009-12-07 00:00:00"
SHP_6162,"REGULAR AIR","2009-12-07 00:00:00"
SHP_6343,"REGULAR AIR","2009-12-07 00:00:00"
SHP_1150,"REGULAR AIR","2009-12-08 00:00:00"
SHP_5256,"DELIVERY TRUCK","2009-12-08 00:00:00"
SHP_5257,"REGULAR AIR","2009-12-08 00:00:00"
SHP_6683,"REGULAR AIR","2009-12-08 00:00:00"
SHP_114,"REGULAR AIR","2009-12-09 00:00:00"
SHP_2812,"REGULAR AIR","2009-12-09 00:00:00"
SHP_3443,"REGULAR AIR","2009-12-09 00:00:00"
SHP_3787,"EXPRESS AIR","2009-12-09 00:00:00"
SHP_5196,"REGULAR AIR","2009-12-09 00:00:00"
SHP_6571,"REGULAR AIR","2009-12-09 00:00:00"
SHP_2371,"REGULAR AIR","2009-12-10 00:00:00"
SHP_2904,"REGULAR AIR","2009-12-10 00:00:00"
SHP_4844,"REGULAR AIR","2009-12-10 00:00:00"
SHP_637,"REGULAR AIR","2009-12-11 00:00:00"
SHP_4058,"REGULAR AIR","2009-12-11 00:00:00"
SHP_4177,"DELIVERY TRUCK","2009-12-11 00:00:00"
SHP_4178,"REGULAR AIR","2009-12-11 00:00:00"
SHP_6165,"REGULAR AIR","2009-12-11 00:00:00"
SHP_1384,"REGULAR AIR","2009-12-12 00:00:00"
SHP_1460,"REGULAR AIR","2009-12-12 00:00:00"
SHP_1702,"REGULAR AIR","2009-12-12 00:00:00"
SHP_3405,"REGULAR AIR","2009-12-12 00:00:00"
SHP_4462,"REGULAR AIR","2009-12-12 00:00:00"
SHP_5752,"REGULAR AIR","2009-12-12 00:00:00"
SHP_5988,"REGULAR AIR","2009-12-12 00:00:00"
SHP_2497,"REGULAR AIR","2010-01-01 00:00:00"
SHP_4596,"DELIVERY TRUCK","2010-01-01 00:00:00"
SHP_4597,"REGULAR AIR","2010-01-01 00:00:00"
SHP_5213,"REGULAR AIR","2010-01-01 00:00:00"
SHP_836,"REGULAR AIR","2010-01-02 00:00:00"
SHP_2970,"REGULAR AIR","2010-01-02 00:00:00"
SHP_2971,"EXPRESS AIR","2010-01-02 00:00:00"
SHP_4890,"REGULAR AIR","2010-01-02 00:00:00"
SHP_6208,"REGULAR AIR","2010-01-02 00:00:00"
SHP_6651,"REGULAR AIR","2010-01-02 00:00:00"
SHP_6797,"REGULAR AIR","2010-01-02 00:00:00"
SHP_839,"REGULAR AIR","2010-01-03 00:00:00"
SHP_840,"DELIVERY TRUCK","2010-01-03 00:00:00"
SHP_2863,"REGULAR AIR","2010-01-03 00:00:00"
SHP_4377,"REGULAR AIR","2010-01-03 00:00:00"
SHP_5547,"REGULAR AIR","2010-01-03 00:00:00"
SHP_5548,"EXPRESS AIR","2010-01-03 00:00:00"
SHP_5586,"REGULAR AIR","2010-01-03 00:00:00"
SHP_5587,"DELIVERY TRUCK","2010-01-03 00:00:00"
SHP_5588,"EXPRESS AIR","2010-01-03 00:00:00"
SHP_6466,"REGULAR AIR","2010-01-03 00:00:00"
SHP_346,"REGULAR AIR","2010-01-04 00:00:00"
SHP_409,"REGULAR AIR","2010-01-04 00:00:00"
SHP_1746,"DELIVERY TRUCK","2010-01-04 00:00:00"
SHP_3486,"REGULAR AIR","2010-01-04 00:00:00"
SHP_3716,"REGULAR AIR","2010-01-04 00:00:00"
SHP_5065,"DELIVERY TRUCK","2010-01-04 00:00:00"
SHP_50,"REGULAR AIR","2010-01-05 00:00:00"
SHP_6485,"DELIVERY TRUCK","2010-01-05 00:00:00"
SHP_6896,"REGULAR AIR","2010-01-05 00:00:00"
SHP_1456,"REGULAR AIR","2010-01-06 00:00:00"
SHP_3934,"REGULAR AIR","2010-01-06 00:00:00"
SHP_4040,"REGULAR AIR","2010-01-06 00:00:00"
SHP_5234,"REGULAR AIR","2010-01-06 00:00:00"
SHP_2517,"REGULAR AIR","2010-01-07 00:00:00"
SHP_3069,"REGULAR AIR","2010-01-07 00:00:00"
SHP_3646,"REGULAR AIR","2010-01-07 00:00:00"
SHP_3647,"DELIVERY TRUCK","2010-01-07 00:00:00"
SHP_202,"REGULAR AIR","2010-01-08 00:00:00"
SHP_2013,"REGULAR AIR","2010-01-08 00:00:00"
SHP_2338,"REGULAR AIR","2010-01-08 00:00:00"
SHP_3166,"REGULAR AIR","2010-01-08 00:00:00"
SHP_3674,"REGULAR AIR","2010-01-08 00:00:00"
SHP_3976,"REGULAR AIR","2010-01-08 00:00:00"
SHP_5071,"REGULAR AIR","2010-01-08 00:00:00"
SHP_5565,"REGULAR AIR","2010-01-08 00:00:00"
SHP_557,"REGULAR AIR","2010-01-09 00:00:00"
SHP_3711,"EXPRESS AIR","2010-01-09 00:00:00"
SHP_5206,"REGULAR AIR","2010-01-09 00:00:00"
SHP_147,"REGULAR AIR","2010-01-10 00:00:00"
SHP_553,"DELIVERY TRUCK","2010-01-10 00:00:00"
SHP_1749,"EXPRESS AIR","2010-01-10 00:00:00"
SHP_2097,"REGULAR AIR","2010-01-10 00:00:00"
SHP_2655,"REGULAR AIR","2010-01-10 00:00:00"
SHP_2775,"DELIVERY TRUCK","2010-01-10 00:00:00"
SHP_3530,"EXPRESS AIR","2010-01-10 00:00:00"
SHP_6167,"REGULAR AIR","2010-01-10 00:00:00"
SHP_1330,"REGULAR AIR","2010-01-11 00:00:00"
SHP_2999,"REGULAR AIR","2010-01-11 00:00:00"
SHP_3353,"REGULAR AIR","2010-01-11 00:00:00"
SHP_3434,"REGULAR AIR","2010-01-11 00:00:00"
SHP_3654,"REGULAR AIR","2010-01-11 00:00:00"
SHP_3736,"REGULAR AIR","2010-01-11 00:00:00"
SHP_4111,"EXPRESS AIR","2010-01-11 00:00:00"
SHP_4145,"DELIVERY TRUCK","2010-01-11 00:00:00"
SHP_6366,"REGULAR AIR","2010-01-11 00:00:00"
SHP_7038,"REGULAR AIR","2010-01-11 00:00:00"
SHP_2127,"REGULAR AIR","2010-01-12 00:00:00"
SHP_2731,"REGULAR AIR","2010-01-12 00:00:00"
SHP_2761,"REGULAR AIR","2010-01-12 00:00:00"
SHP_4284,"REGULAR AIR","2010-01-12 00:00:00"
SHP_4412,"REGULAR AIR","2010-01-12 00:00:00"
SHP_4707,"REGULAR AIR","2010-01-12 00:00:00"
SHP_5139,"EXPRESS AIR","2010-01-12 00:00:00"
SHP_6030,"REGULAR AIR","2010-01-12 00:00:00"
SHP_7534,"EXPRESS AIR","2010-01-12 00:00:00"
SHP_1764,"REGULAR AIR","2010-02-01 00:00:00"
SHP_3449,"REGULAR AIR","2010-02-01 00:00:00"
SHP_3450,"DELIVERY TRUCK","2010-02-01 00:00:00"
SHP_4486,"REGULAR AIR","2010-02-01 00:00:00"
SHP_359,"REGULAR AIR","2010-02-02 00:00:00"
SHP_945,"REGULAR AIR","2010-02-02 00:00:00"
SHP_2231,"EXPRESS AIR","2010-02-02 00:00:00"
SHP_2395,"EXPRESS AIR","2010-02-02 00:00:00"
SHP_3061,"REGULAR AIR","2010-02-02 00:00:00"
SHP_4373,"DELIVERY TRUCK","2010-02-02 00:00:00"
SHP_5338,"REGULAR AIR","2010-02-02 00:00:00"
SHP_5441,"REGULAR AIR","2010-02-02 00:00:00"
SHP_5442,"DELIVERY TRUCK","2010-02-02 00:00:00"
SHP_6788,"REGULAR AIR","2010-02-02 00:00:00"
SHP_1325,"REGULAR AIR","2010-02-03 00:00:00"
SHP_3201,"REGULAR AIR","2010-02-03 00:00:00"
SHP_3725,"REGULAR AIR","2010-02-03 00:00:00"
SHP_4372,"REGULAR AIR","2010-02-03 00:00:00"
SHP_4948,"EXPRESS AIR","2010-02-03 00:00:00"
SHP_2212,"REGULAR AIR","2010-02-04 00:00:00"
SHP_3230,"REGULAR AIR","2010-02-04 00:00:00"
SHP_6326,"DELIVERY TRUCK","2010-02-04 00:00:00"
SHP_2297,"REGULAR AIR","2010-02-05 00:00:00"
SHP_2752,"REGULAR AIR","2010-02-05 00:00:00"
SHP_3600,"REGULAR AIR","2010-02-05 00:00:00"
SHP_4354,"EXPRESS AIR","2010-02-05 00:00:00"
SHP_4355,"REGULAR AIR","2010-02-05 00:00:00"
SHP_4356,"DELIVERY TRUCK","2010-02-05 00:00:00"
SHP_4654,"REGULAR AIR","2010-02-05 00:00:00"
SHP_4758,"REGULAR AIR","2010-02-05 00:00:00"
SHP_458,"DELIVERY TRUCK","2010-02-06 00:00:00"
